Technischer Schlüssel;Link-ID;Detailnetz-Nr.;VP_von;VP_bis;Von-Station;Bis-Station;Verkehrsrichtung;Verkehrsebene;Straßentyp;StEP-Klasse;OKSTRA-Klasse;RBS-Klasse;Straßenname;Bezirk;Ortsteil;DTVw-2019-Kfz;DTVw-2019-Lkw
131;35570007_T0052120;35570007_35570008.01;35570007,00;35570008,00;0,00;124,00;B;0,00;S;II;G;STRA;Daumstraße;Spandau;Haselhorst;12900,00;480,00
132;T0027340_53550003;52550010_53550003.01;52550010,00;53550003,00;275,00;438,00;B;0,00;S;III;G;STRA;Josef-Orlopp-Straße;Lichtenberg;Lichtenberg;5500,00;370,00
133;43580018_43580033;43580018_43580033.01;43580018,00;43580033,00;0,00;82,00;B;0,00;S;II;G;STRA;Seestraße;Mitte;Wedding;37700,00;1720,00
134;43490046_T0136811;43490046_44490012.02;43490046,00;44490012,00;0,00;103,00;R;0,00;A;I;A;AUBA;A 100 BAB Stadtring;Tempelhof-Schöneberg;Schöneberg;92500,00;5070,00
135;T0051420_58580011;58580003_58580011.02;58580003,00;58580011,00;153,00;294,00;B;0,00;S;IV;G;STRA;Mehrower Allee;Marzahn-Hellersdorf;Marzahn;9200,00;150,00
136;38560017_38560018;38560017_38560018.01;38560017,00;38560018,00;0,00;164,00;R;0,00;A;I;A;AUBA;100 AD Charlottenburg Einfahrt v Siemensdamm;Charlottenburg-Wilmersdorf;Charlottenburg-Nord;63500,00;4380,00
137;T0113511_42490059;42490056_42490059.01;42490056,00;42490059,00;370,00;412,00;R;0,00;A;I;A;AUBA;A 103 BAB Abzweig Zehlendorf;Tempelhof-Schöneberg;Schöneberg;35800,00;1080,00
138;39510039_40500073;39510039_40500073.01;39510039,00;40500073,00;0,00;704,00;R;0,00;A;I;A;AUBA;A 100 BAB Stadtring;Charlottenburg-Wilmersdorf;Wilmersdorf;65500,00;4430,00
139;T0035570_42570015;42570010_42570015.01;42570010,00;42570015,00;40,00;65,00;B;0,00;S;II;G;STRA;Seestraße;Mitte;Wedding;55400,00;2780,00
140;50670001_T0325590;50670001_51670004.01;50670001,00;51670004,00;0,00;671,00;R;0,00;A;0;A;AUBA;A 10 BAB Berliner Ring;Pankow;Französisch Buchholz;28200,00;4740,00
141;38500007_38500008;38500007_38500008.01;38500007,00;38500008,00;0,00;54,00;B;0,00;S;III;G;STRA;Berkaer Straße;Charlottenburg-Wilmersdorf;Schmargendorf;7100,00;140,00
142;40500072_40500070;40500072_40500070.01;40500072,00;40500070,00;0,00;478,00;R;0,00;A;I;A;AUBA;A 100 BAB Stadtring;Charlottenburg-Wilmersdorf;Wilmersdorf;68800,00;4790,00
143;30580003_30580002;30580003_30580002.01;30580003,00;30580002,00;0,00;97,00;B;0,00;S;II;G;STRA;Am Kiesteich;Spandau;Staaken;13700,00;300,00
144;T0081240_52490018;51490041_52490018.03;51490041,00;52490018,00;130,00;357,00;B;0,00;S;IV;G;STRA;Kiefholzstraße;Treptow-Köpenick;Baumschulenweg;9000,00;390,00
145;44530029_44530030;44530029_44530030.01;44530029,00;44530030,00;0,00;150,00;B;0,00;S;I;B;STRA;Potsdamer Straße;Mitte;Tiergarten;30200,00;720,00
146;29550005_29550012;29550005_29550012.01;29550005,00;29550012,00;0,00;169,00;B;0,00;S;I;B;STRA;Heerstraße;Spandau;Staaken;28700,00;1570,00
147;44590040_44590014;44590040_44590014.01;44590040,00;44590014,00;0,00;118,00;B;0,00;S;II;G;STRA;Residenzstraße;Reinickendorf;Reinickendorf;22000,00;580,00
148;50550052_50550060;50550052_50550060.01;50550052,00;50550060,00;0,00;104,00;B;0,00;S;II;G;STRA;Storkower Straße;Lichtenberg;Fennpfuhl;23700,00;730,00
149;28560011_28560012;28560011_28560012.02;28560011,00;28560012,00;0,00;26,00;B;0,00;S;II;G;STRA;Nennhauser Damm;Spandau;Staaken;7700,00;280,00
150;38520053_38520054;38520053_38520054.01;38520053,00;38520054,00;0,00;74,00;B;0,00;S;II;G;STRA;Kurfürstendamm;Charlottenburg-Wilmersdorf;Halensee;35700,00;420,00
151;T0326410_44490012;43490046_44490012.02;43490046,00;44490012,00;255,00;684,00;R;0,00;A;I;A;AUBA;A 100 BAB Stadtring;Tempelhof-Schöneberg;Schöneberg;92500,00;5070,00
152;T0054650_35440015;35440032_35440015.01;35440032,00;35440015,00;55,00;119,00;B;0,00;S;IV;G;STRA;Ludwigsfelder Straße;Steglitz-Zehlendorf;Zehlendorf;7900,00;180,00
153;40480017_40480032;40480017_40480032.02;40480017,00;40480032,00;0,00;92,00;B;0,00;S;III;G;STRA;Lepsiusstraße;Steglitz-Zehlendorf;Steglitz;9500,00;140,00
154;41570003_41570004;41570003_41570004.01;41570003,00;41570004,00;0,00;257,00;B;0,00;S;II;G;STRA;Seestraße;Mitte;Moabit;74400,00;4420,00
3567;46440042_46440039;46440042_46440039.01;46440042,00;46440039,00;0,00;137,00;B;0,00;S;IV;G;STRA;Quarzweg;Neukölln;Buckow;6600,00;60,00
155;48610037_48610038;48610037_48610038.01;48610037,00;48610038,00;0,00;112,00;B;0,00;S;I;A;STRA;Prenzlauer Promenade;Pankow;Pankow;41300,00;2480,00
156;49570015_49570011;49570015_49570011.02;49570015,00;49570011,00;0,00;219,00;R;0,00;S;II;G;STRA;Ostseestraße;Pankow;Prenzlauer Berg;11000,00;400,00
157;58430038_58430039;58430038_58430039.02;58430038,00;58430039,00;0,00;179,00;B;0,00;S;III;G;STRA;Regattastraße;Treptow-Köpenick;Grünau;9200,00;500,00
158;57510041_57500024;57510041_57500024.01;57510041,00;57500024,00;0,00;33,00;B;0,00;S;III;G;STRA;Zimmermannstraße;Marzahn-Hellersdorf;Biesdorf;5300,00;110,00
159;58420011_T0039750;58420011_59420001.01;58420011,00;59420001,00;0,00;92,00;B;0,00;S;II;G;STRA;Adlergestell;Treptow-Köpenick;Grünau;13700,00;340,00
160;46570041_T0050020;46570041_46570043.02;46570041,00;46570043,00;0,00;93,00;B;0,00;S;II;G;STRA;Bernauer Straße;Mitte;Gesundbrunnen;16800,00;390,00
161;T0079070_44540048;44550043_44540048.02;44550043,00;44540048,00;1114,00;1286,00;R;-2,00;S;II;B;STRA;TunnelTierg Hauptfb zw Einf Invalidenstr u Ausf Kemper Platz;Mitte;Tiergarten;28900,00;800,00
162;T0079051_T0036871;44540049_44550045.02;44540049,00;44550045,00;901,00;1106,00;R;-2,00;S;II;B;STRA;TunnelTierg Hauptfb zw Einf Kemper Platz u Ausf Invalidenstr;Mitte;Tiergarten;27900,00;550,00
163;T0003640_37540031;37540046_37540031.01;37540046,00;37540031,00;36,00;72,00;R;0,00;S;I;B;STRA;Theodor-Heuss-Platz;Charlottenburg-Wilmersdorf;Westend;33200,00;1190,00
164;53430008_54430004;53430008_54430004.01;53430008,00;54430004,00;0,00;391,00;B;0,00;S;III;G;STRA;Neudecker Weg;Neukölln;Rudow;8900,00;280,00
165;T0012920_32570001;32570043_32570001.01;32570043,00;32570001,00;102,00;225,00;B;0,00;S;III;G;STRA;Seegefelder Straße;Spandau;Spandau;17000,00;310,00
166;T0015590_51510045;51500021_51510045.02;51500021,00;51510045,00;163,00;279,00;R;0,00;S;I;B;STRA;Bulgarische Straße;Treptow-Köpenick;Plänterwald;14100,00;630,00
167;36440040_36440038;36440040_36440038.01;36440040,00;36440038,00;0,00;297,00;B;0,00;S;II;G;STRA;Teltower Damm;Steglitz-Zehlendorf;Zehlendorf;15100,00;460,00
168;T0010030_50450025;50450003_50450025.01;50450003,00;50450025,00;125,00;204,00;B;0,00;S;II;G;STRA;Johannisthaler Chaussee;Neukölln;Buckow;20900,00;470,00
169;T0086170_44420005;43420027_44420005.01;43420027,00;44420005,00;353,00;714,00;B;0,00;S;II;G;STRA;Nahmitzer Damm;Tempelhof-Schöneberg;Marienfelde;29100,00;1210,00
170;48570031_48570022;48570031_48570022.02;48570031,00;48570022,00;0,00;87,00;B;0,00;S;I;B;STRA;Prenzlauer Allee;Pankow;Prenzlauer Berg;30600,00;1050,00
171;44490037_T0326431;44490037_44490013.01;44490037,00;44490013,00;0,00;459,00;R;0,00;A;I;A;AUBA;A 100 BAB Stadtring;Tempelhof-Schöneberg;Tempelhof;83800,00;4860,00
172;T0004230_36580002;36580001_36580002.01;36580001,00;36580002,00;140,00;366,00;B;0,00;S;II;G;STRA;Gartenfelder Straße;Spandau;Haselhorst;27900,00;1450,00
173;T0111120_T0053540;35490004_36500001.01;35490004,00;36500001,00;1385,00;1572,00;B;0,00;S;III;G;STRA;Koenigsallee;Charlottenburg-Wilmersdorf;Grunewald;9400,00;180,00
174;36660013_36650003;36660013_36650003.01;36660013,00;36650003,00;0,00;556,00;R;0,00;A;I;A;AUBA;A 111 BAB Autobahnzubringer Hamburg;Reinickendorf;Heiligensee;27500,00;2760,00
175;T0072910_T0017160;59490006_59490003.01;59490006,00;59490003,00;104,00;345,00;B;0,00;S;II;G;STRA;Mahlsdorfer Straße;Treptow-Köpenick;Köpenick;12500,00;330,00
176;53540060_53540031;53540060_53540031.01;53540060,00;53540031,00;0,00;46,00;B;0,00;S;III;G;STRA;Rosenfelder Straße;Lichtenberg;Rummelsburg;10000,00;190,00
177;36450045_T0021940;36450045_36450046.01;36450045,00;36450046,00;0,00;62,00;B;0,00;S;V;G;STRA;Martin-Buber-Straße;Steglitz-Zehlendorf;Zehlendorf;10100,00;110,00
178;57410017_T0155260;57410017_57420037.01;57410017,00;57420037,00;0,00;113,00;B;0,00;S;III;G;STRA;Buntzelstraße;Treptow-Köpenick;Bohnsdorf;4800,00;280,00
179;52490033_52490034;52490033_52490034.02;52490033,00;52490034,00;0,00;278,00;B;0,00;S;II;B;STRA;Köpenicker Landstraße;Treptow-Köpenick;Baumschulenweg;27900,00;1350,00
180;49580041_49580059;49580041_49580059.01;49580041,00;49580059,00;0,00;119,00;B;0,00;S;I;B;STRA;Berliner Allee;Pankow;Weißensee;23900,00;870,00
181;45430017_T0022490;45430017_45430021.01;45430017,00;45430021,00;0,00;179,00;B;0,00;S;III;G;STRA;Richard-Tauber-Damm;Tempelhof-Schöneberg;Marienfelde;12800,00;800,00
182;T0059580_36540031;36540030_36540031.01;36540030,00;36540031,00;17,00;39,00;B;0,00;S;II;G;STRA;Reichsstraße;Charlottenburg-Wilmersdorf;Westend;23600,00;730,00
183;40440029_40440049;40440029_40440049.01;40440029,00;40440049,00;0,00;49,00;B;0,00;S;II;G;STRA;Osdorfer Straße;Steglitz-Zehlendorf;Lichterfelde;21200,00;190,00
184;51560015_51560017;51560015_51560017.01;51560015,00;51560017,00;0,00;194,00;B;0,00;S;II;G;STRA;Landsberger Allee;Lichtenberg;Fennpfuhl;43100,00;1590,00
185;45500002_45510079;45500002_45510079.01;45500002,00;45510079,00;0,00;133,00;B;0,00;S;IV;G;STRA;Manfred-von-Richthofen-Straße;Tempelhof-Schöneberg;Tempelhof;11000,00;280,00
186;43460002_43460048;43460002_43460048.01;43460002,00;43460048,00;0,00;23,00;B;0,00;S;V;G;STRA;Crailsheimer Straße;Steglitz-Zehlendorf;Steglitz;7000,00;30,00
187;54430004_T0022750;54430004_54430003.01;54430004,00;54430003,00;0,00;116,00;B;0,00;S;III;G;STRA;Neudecker Weg;Neukölln;Rudow;8900,00;280,00
188;38560017_T0326550;38560017_39560049.02;38560017,00;39560049,00;0,00;267,00;R;2,00;A;II;A;AUBA;A 100 BAB Stadtring;Charlottenburg-Wilmersdorf;Charlottenburg-Nord;26500,00;2010,00
189;57530034_57540045;57530034_57540045.01;57530034,00;57540045,00;0,00;139,00;B;0,00;S;II;G;STRA;Blumberger Damm;Marzahn-Hellersdorf;Biesdorf;36200,00;660,00
190;T0013790_45460015;45460014_45460015.01;45460014,00;45460015,00;175,00;241,00;R;0,00;S;II;B;STRA;Friedenstraße;Tempelhof-Schöneberg;Mariendorf;16500,00;700,00
191;36440042_36430041;36440042_36430041.01;36440042,00;36430041,00;0,00;181,00;B;0,00;S;IV;G;STRA;Sachtlebenstraße;Steglitz-Zehlendorf;Zehlendorf;8300,00;190,00
192;28440006_28440007;28440006_28440007.01;28440006,00;28440007,00;0,00;16,00;B;0,00;S;II;B;STRA;Königstraße;Steglitz-Zehlendorf;Wannsee;14900,00;290,00
193;57500017_57500005;57500017_57500005.01;57500017,00;57500005,00;0,00;194,00;B;0,00;S;II;G;STRA;Köpenicker Straße;Marzahn-Hellersdorf;Biesdorf;16900,00;420,00
194;T0026390_40520003;40530011_40520003.01;40530011,00;40520003,00;46,00;99,00;R;0,00;S;II;G;STRA;Lietzenburger Straße;Charlottenburg-Wilmersdorf;Charlottenburg;5900,00;80,00
195;T0015000_59470004;59470006_59470004.01;59470006,00;59470004,00;171,00;237,00;B;0,00;S;III;G;STRA;Bellevuestraße;Treptow-Köpenick;Köpenick;7400,00;190,00
196;T0015050_57420046;57420042_57420046.01;57420042,00;57420046,00;49,00;113,00;B;0,00;S;III;G;STRA;Richterstraße;Treptow-Köpenick;Grünau;15800,00;470,00
197;45480028_45490029;45480028_45490029.01;45480028,00;45490029,00;0,00;101,00;B;0,00;S;II;B;STRA;Tempelhofer Damm;Tempelhof-Schöneberg;Tempelhof;35600,00;1130,00
198;44490038_45490025;44490038_45490025.01;44490038,00;45490025,00;0,00;251,00;R;0,00;A;I;A;AUBA;A 100 BAB Stadtring;Tempelhof-Schöneberg;Tempelhof;92100,00;5080,00
199;45630063_45630065;45630063_45630065.02;45630063,00;45630065,00;0,00;71,00;B;0,00;S;III;G;STRA;Kastanienallee;Pankow;Rosenthal;9400,00;320,00
200;62470012_62480001;62470012_62480001.01;62470012,00;62480001,00;0,00;163,00;B;0,00;S;III;G;STRA;Schöneicher Straße;Treptow-Köpenick;Friedrichshagen;6400,00;210,00
201;T0099680_38470013;38470048_38470013.01;38470048,00;38470013,00;42,00;77,00;B;0,00;S;III;G;STRA;Thielallee;Steglitz-Zehlendorf;Dahlem;12300,00;270,00
202;45630062_45640011;45630062_45640011.01;45630062,00;45640011,00;0,00;178,00;B;0,00;S;IV;G;STRA;Hauptstraße;Pankow;Rosenthal;6800,00;380,00
203;T0025470_T0024460;39530033_40520018.03;39530033,00;40520018,00;477,00;558,00;B;-2,00;S;II;G;STRA;Tunnel am Adenauerplatz;Charlottenburg-Wilmersdorf;Charlottenburg;11800,00;70,00
204;51560013_51550026;51560013_51550026.01;51560013,00;51550026,00;0,00;266,00;B;0,00;S;II;G;STRA;Weißenseer Weg;Lichtenberg;Fennpfuhl;22200,00;660,00
205;T0020500_42560018;42560022_42560018.01;42560022,00;42560018,00;107,00;183,00;B;0,00;S;III;G;STRA;Perleberger Straße;Mitte;Moabit;8200,00;180,00
206;40510021_T0062890;40510021_40510022.01;40510021,00;40510022,00;0,00;50,00;B;0,00;S;II;G;STRA;Brandenburgische Straße;Charlottenburg-Wilmersdorf;Wilmersdorf;23000,00;280,00
207;43460046_44460015;43460046_44460015.01;43460046,00;44460015,00;0,00;123,00;B;0,00;S;II;G;STRA;Ringstraße;Tempelhof-Schöneberg;Mariendorf;12500,00;1110,00
208;52430037_T0012190;52430037_52430027.01;52430037,00;52430027,00;0,00;90,00;B;0,00;S;II;G;STRA;Neuköllner Straße;Neukölln;Rudow;22700,00;560,00
209;54430037_54430041;54430037_54430041.02;54430037,00;54430041,00;0,00;134,00;B;0,00;S;III;G;STRA;Wegedornstraße;Treptow-Köpenick;Altglienicke;6400,00;150,00
210;T0092050_42490003;42490010_42490003.01;42490010,00;42490003,00;30,00;134,00;B;0,00;S;II;G;STRA;Knausstraße;Steglitz-Zehlendorf;Steglitz;18500,00;250,00
211;46550017_T0035680;46550017_46550057.01;46550017,00;46550057,00;0,00;24,00;B;0,00;S;IV;G;STRA;Spandauer Straße;Mitte;Mitte;9300,00;390,00
212;42470035_42480028;42470035_42480028.01;42470035,00;42480028,00;0,00;379,00;B;0,00;S;II;G;STRA;Munsterdamm;Steglitz-Zehlendorf;Steglitz;20700,00;540,00
213;63380001_T0072070;63380001_63380007.01;63380001,00;63380007,00;0,00;66,00;B;0,00;S;III;G;STRA;Wernsdorfer Straße;Treptow-Köpenick;Schmöckwitz;7500,00;310,00
214;T0021450_45510077;45510082_45510077.01;45510082,00;45510077,00;131,00;232,00;B;0,00;S;V;G;PLAT;Platz der Luftbrücke;Tempelhof-Schöneberg;Tempelhof;10300,00;200,00
215;T0045700_49580042;49580029_49580042.02;49580029,00;49580042,00;80,00;137,00;B;0,00;S;IV;G;STRA;Gustav-Adolf-Straße;Pankow;Weißensee;6700,00;150,00
216;T0128330_39530025;39530016_39530025.01;39530016,00;39530025,00;43,00;116,00;B;0,00;S;II;G;STRA;Kantstraße;Charlottenburg-Wilmersdorf;Charlottenburg;23200,00;460,00
217;T0009041_40600039;40600035_40600039.01;40600035,00;40600039,00;83,00;367,00;R;0,00;A;I;A;AUBA;A 111 BAB Autobahnzubringer Hamburg;Reinickendorf;Reinickendorf;43500,00;2800,00
218;50480027_50470040;50480027_50470040.01;50480027,00;50470040,00;0,00;632,00;R;0,00;A;I;A;AUBA;A 113 BAB Autobahnzubringer Dresden;Treptow-Köpenick;Baumschulenweg;52800,00;3600,00
219;T0089760_T0008300;38630019_39630061.01;38630019,00;39630061,00;56,00;128,00;B;0,00;S;II;G;STRA;Waidmannsluster Damm;Reinickendorf;Tegel;24800,00;420,00
220;58520049_58520042;58520049_58520042.01;58520049,00;58520042,00;0,00;160,00;B;0,00;S;III;G;STRA;Chemnitzer Straße;Marzahn-Hellersdorf;Kaulsdorf;14600,00;530,00
221;41430023_42430008;41430023_42430008.01;41430023,00;42430008,00;0,00;59,00;B;0,00;S;II;G;STRA;Hildburghauser Straße;Steglitz-Zehlendorf;Lichterfelde;14300,00;380,00
222;41480077_41480075;41480077_41480075.02;41480077,00;41480075,00;0,00;692,00;R;0,00;A;I;A;AUBA;A 103 BAB Abzweig Zehlendorf;Steglitz-Zehlendorf;Steglitz;28300,00;760,00
223;43600036_T0002780;43600036_43600023.01;43600036,00;43600023,00;0,00;78,00;B;0,00;S;II;B;STRA;Residenzstraße;Reinickendorf;Reinickendorf;34400,00;1040,00
224;44540023_44540024;44540023_44540024.02;44540023,00;44540024,00;0,00;182,00;B;0,00;S;III;G;STRA;Tiergartenstraße;Mitte;Tiergarten;20900,00;450,00
225;55470029_T0024040;55470029_56470011.03;55470029,00;56470011,00;0,00;194,00;B;0,00;S;III;G;STRA;Weiskopffstraße;Treptow-Köpenick;Oberschöneweide;6500,00;280,00
226;T0000630_36570001;35570023_36570001.01;35570023,00;36570001,00;104,00;184,00;R;0,00;S;II;G;STRA;Nonnendammallee;Spandau;Haselhorst;22400,00;1200,00
227;T0016430_42620017;42620016_42620017.01;42620016,00;42620017,00;44,00;113,00;B;0,00;S;II;G;STRA;Am Nordgraben;Reinickendorf;Wittenau;10100,00;360,00
228;46530029_46530002;46530029_46530002.02;46530029,00;46530002,00;0,00;270,00;B;0,00;S;V;G;STRA;Alte Jakobstraße;Friedrichshain-Kreuzberg;Kreuzberg;7800,00;130,00
229;T0000390_38530032;38530026_38530032.01;38530026,00;38530032,00;177,00;324,00;B;0,00;S;II;G;STRA;Messedamm;Charlottenburg-Wilmersdorf;Westend;43800,00;1850,00
230;T0007970_42520015;41520020_42520015.01;41520020,00;42520015,00;46,00;116,00;B;0,00;S;II;G;STRA;Nürnberger Straße;Charlottenburg-Wilmersdorf;Wilmersdorf;23800,00;290,00
231;T0054440_53470036;53470035_53470036.01;53470035,00;53470036,00;160,00;245,00;B;0,00;S;III;G;STRA;Sterndamm;Treptow-Köpenick;Johannisthal;12200,00;410,00
232;49580038_50590012;49580038_50590012.01;49580038,00;50590012,00;0,00;429,00;B;0,00;S;III;G;STRA;Roelckestraße;Pankow;Weißensee;12900,00;640,00
233;57490025_57500015;57490025_57500015.01;57490025,00;57500015,00;0,00;117,00;B;0,00;S;II;G;STRA;Köpenicker Straße;Marzahn-Hellersdorf;Biesdorf;16900,00;420,00
234;27500006_27500019;27500006_27500019.01;27500006,00;27500019,00;0,00;259,00;B;0,00;S;III;G;STRA;Ritterfelddamm;Spandau;Kladow;10200,00;270,00
235;38520063_38520005;38520063_38520005.01;38520063,00;38520005,00;0,00;152,00;R;0,00;S;II;G;STRA;Halenseestraße;Charlottenburg-Wilmersdorf;Grunewald;26600,00;560,00
236;T0045520_46560037;46560009_46560037.02;46560009,00;46560037,00;165,00;309,00;B;0,00;S;IV;G;STRA;Veteranenstraße;Mitte;Mitte;6200,00;110,00
237;46430013_46430014;46430013_46430014.01;46430013,00;46430014,00;0,00;113,00;B;0,00;S;II;G;STRA;Buckower Chaussee;Tempelhof-Schöneberg;Lichtenrade;25000,00;1120,00
238;55510024_55510041;55510024_55510041.02;55510024,00;55510041,00;0,00;108,00;B;0,00;S;III;G;STRA;Waldowallee;Lichtenberg;Karlshorst;4400,00;100,00
239;37520035_37530037;37520035_37530037.01;37520035,00;37530037,00;0,00;289,00;R;0,00;A;I;A;AUBA;115 AD Funkturm Verb-Fb v A 115 n A 100 Süden;Charlottenburg-Wilmersdorf;Westend;17500,00;730,00
240;39480017_39480018;39480017_39480018.02;39480017,00;39480018,00;0,00;158,00;B;0,00;S;II;G;STRA;Englerallee;Steglitz-Zehlendorf;Dahlem;17400,00;190,00
241;39610020_T0005600;39610020_39610021.01;39610020,00;39610021,00;0,00;101,00;B;0,00;S;II;G;STRA;Holzhauser Straße;Reinickendorf;Tegel;28800,00;1210,00
242;40580019_40580018;40580019_40580018.01;40580019,00;40580018,00;0,00;78,00;G;0,00;A;I;A;AUBA;A 111 BAB Autobahnzubringer Hamburg;Reinickendorf;Tegel;42900,00;2830,00
243;42500045_T0110070;42500045_42490008.01;42500045,00;42490008,00;0,00;47,00;B;0,00;S;IV;G;STRA;Rubensstraße;Tempelhof-Schöneberg;Schöneberg;6500,00;60,00
244;52540046_52540043;52540046_52540043.01;52540046,00;52540043,00;0,00;147,00;B;0,00;S;III;G;STRA;Ruschestraße;Lichtenberg;Lichtenberg;14700,00;490,00
245;48530015_49530001;48530015_49530001.01;48530015,00;49530001,00;0,00;142,00;B;0,00;S;I;G;STRA;Mühlenstraße;Friedrichshain-Kreuzberg;Friedrichshain;27100,00;870,00
246;38630020_38630021;38630020_38630021.02;38630020,00;38630021,00;0,00;183,00;R;-1,00;S;II;G;STRA;Hermsdorfer Damm;Reinickendorf;Tegel;15000,00;270,00
247;42490064_T0124200;42490064_42500076.01;42490064,00;42500076,00;0,00;86,00;B;0,00;S;III;G;STRA;Hauptstraße;Tempelhof-Schöneberg;Friedenau;16500,00;210,00
248;62460012_62460007;62460012_62460007.01;62460012,00;62460007,00;0,00;263,00;B;0,00;S;III;G;STRA;Müggelseedamm;Treptow-Köpenick;Friedrichshagen;6700,00;130,00
249;38540014_T0023930;38540014_38540010.01;38540014,00;38540010,00;0,00;111,00;B;0,00;S;V;G;VWEG;Sophie-Charlotten-Straße;Charlottenburg-Wilmersdorf;Charlottenburg;9700,00;150,00
250;32570003_T0082130;32570003_32570005.01;32570003,00;32570005,00;0,00;88,00;B;0,00;S;II;G;STRA;Altstädter Ring;Spandau;Spandau;47100,00;1390,00
251;41550019_41550020;41550019_41550020.01;41550019,00;41550020,00;0,00;109,00;B;0,00;S;II;G;STRA;Levetzowstraße;Mitte;Moabit;16900,00;400,00
252;45490007_T0003010;45490007_45490020.01;45490007,00;45490020,00;0,00;81,00;B;0,00;S;II;B;STRA;Tempelhofer Damm;Tempelhof-Schöneberg;Tempelhof;32700,00;1230,00
253;T0079800_48440027;48440015_48440027.01;48440015,00;48440027,00;117,00;223,00;B;0,00;S;III;G;STRA;Buckower Damm;Neukölln;Buckow;14600,00;290,00
254;39450015_39450016;39450015_39450016.01;39450015,00;39450016,00;0,00;100,00;B;0,00;S;II;G;STRA;Drakestraße;Steglitz-Zehlendorf;Lichterfelde;17800,00;420,00
255;41470008_41470009;41470008_41470009.01;41470008,00;41470009,00;0,00;68,00;B;0,00;S;II;G;STRA;Albrechtstraße;Steglitz-Zehlendorf;Steglitz;17800,00;230,00
256;T0046360_51440025;50440009_51440025.01;50440009,00;51440025,00;279,00;473,00;B;0,00;S;III;G;STRA;Fritz-Erler-Allee;Neukölln;Gropiusstadt;20200,00;860,00
257;38540011_38540008;38540011_38540008.01;38540011,00;38540008,00;0,00;107,00;B;0,00;S;I;G;STRA;Sophie-Charlotten-Straße;Charlottenburg-Wilmersdorf;Charlottenburg;8100,00;160,00
258;48440040_48440041;48440040_48440041.01;48440040,00;48440041,00;0,00;116,00;B;0,00;S;II;G;STRA;Johannisthaler Chaussee;Neukölln;Buckow;26500,00;680,00
259;41500012_41500032;41500012_41500032.02;41500012,00;41500032,00;0,00;159,00;R;0,00;S;II;G;STRA;Bundesplatz;Charlottenburg-Wilmersdorf;Wilmersdorf;10500,00;200,00
260;T0071680_41440038;41440039_41440038.01;41440039,00;41440038,00;92,00;153,00;B;0,00;S;III;G;STRA;Lorenzstraße;Steglitz-Zehlendorf;Lichterfelde;8800,00;160,00
261;40490023_T0128150;40490023_40490025.01;40490023,00;40490025,00;0,00;104,00;B;0,00;S;III;G;STRA;Laubacher Straße;Charlottenburg-Wilmersdorf;Wilmersdorf;4500,00;50,00
262;37580008_37580006;37580008_37580006.02;37580008,00;37580006,00;0,00;103,00;B;0,00;S;III;G;STRA;Rohrdamm;Spandau;Siemensstadt;5900,00;190,00
263;T0023870_37570039;37570030_37570039.01;37570030,00;37570039,00;27,00;70,00;B;0,00;S;III;G;STRA;Rohrdamm;Spandau;Siemensstadt;8400,00;240,00
264;46570014_46570026;46570014_46570026.01;46570014,00;46570026,00;0,00;172,00;B;0,00;S;II;G;STRA;Brunnenstraße;Mitte;Gesundbrunnen;17000,00;690,00
265;38520051_38520063;38520051_38520063.01;38520051,00;38520063,00;0,00;12,00;R;0,00;S;II;G;STRA;Rathenauplatz;Charlottenburg-Wilmersdorf;Grunewald;29100,00;480,00
